ID,Reef_ID,Latitude.Degrees,Longitude.Degrees,Ocean_Name,Realm,Ecoregion,Country_Name,State_Island_Province,City_Town,City_Town_2,City_Town_3,Date,Depth,Organism Code,Bleaching_S1,Bleaching_S2,Bleaching_S3,Bleaching_S4,Average_Bleaching,substrate_code,Hard_Coral_S1,Hard_Coral_S2,Hard_Coral_S3,Hard_Coral_S4,Average_coral_cover
1007,110.20.30.5E.05.53.19.5S,-5.88875,110.3418056,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/9/2003,10,,,,,,,HC,15,11,10,6,10.5
1008,123.58.54.8E.05.53.19.4S,-5.888722222,123.9818889,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Binongko Island,,7/25/2000,8,,,,,,,HC,5,11,28,26,17.5
1009,110.20.05E.5.53.15S,-5.8875,110.3347222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/16/1999,3,,,,,,,HC,17,15,,,16
1010,110.20.05E.5.53.15S,-5.8875,110.3347222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/16/1999,10,,,,,,,HC,4,2,19,19,11
1011,110.20.05E.5.53.15S,-5.8875,110.3347222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,7/23/2001,3,,,,,,,HC,2,8,2,0,3
1012,110.20.05E.5.53.15S,-5.8875,110.3347222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,7/23/2001,10,,,,,,,HC,9,11,10,24,13.5
1013,NSWestMenjanganKecil,-5.8875,110.4047222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/8/2002,3,,,,,,,HC,5,12,1,6,6
1014,NSWestMenjanganKecil,-5.8875,110.4047222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/8/2002,10,,,,,,,HC,8,3,2,4,4.25
1015,110.40467E.5.88647S,-5.886388889,110.4047222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/26/2000,3,,,,,,,HC,27,26,29,23,26.25
1016,110.40467E.5.88647S,-5.886388889,110.4047222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/26/2000,10,,,,,,,HC,10,19,20,16,16.25
1017,110.40467E.5.88647S,-5.886388889,110.4047222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,8/30/2004,3,,,,,,,HC,33,36,37,34,35
1018,110.40467E.5.88647S,-5.886388889,110.4047222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,8/30/2004,10,,,,,,,HC,12,28,36,15,22.75
1019,110.24.12E.5.53.10S,-5.886111111,110.4033333,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/17/1999,3,,,,,,,HC,19,28,15,5,16.75
1020,110.24.12E.5.53.10S,-5.886111111,110.4033333,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,7/24/2001,3,,,,,,,HC,19,26,35,28,27
1021,110.24.12E.5.53.10S,-5.886111111,110.4033333,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,7/24/2001,10,,,,,,,HC,28,33,21,27,27.25
1022,123.41.44E.05.53.00.9S,-5.883583333,123.6955556,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,,,8/21/2000,7,,,,,,,HC,25,13,21,15,18.5
1023,110.24.54.6E.05.52.44.6S,-5.879055556,110.4151667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/7/2003,3,,,,,,,HC,26,18,28,28,25
1024,110.24.54.6E.05.52.44.6S,-5.879055556,110.4151667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/7/2003,10,,,,,,,HC,22,21,29,18,22.5
1025,NSMenjanganBesar,-5.879055556,110.4151667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,11/15/2009,3,,,,,,,HC,38,37,37,20,33
1026,NSMenjanganBesar,-5.879055556,110.4151667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,11/15/2009,10,,,,,,,HC,40,40,29,38,36.75
1027,NSEastGeleang,-5.875138889,110.36025,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/9/2002,3,,,,,,,HC,16,18,10,7,12.75
1028,NSEastGeleang,-5.875138889,110.36025,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/9/2002,10,,,,,,,HC,11,2,6,7,6.5
1029,5S110E2,-5.875,110.3480556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/21/1997,3,,,,,,,HC,17,14,14,19,16
1030,5S110E2,-5.875,110.3480556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/21/1997,10,,,,,,,HC,31,15,18,27,22.75
1031,5S110E4,-5.875,110.4038889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/21/1997,3,,,,,,,HC,11,17,17,24,17.25
1032,5S110E4,-5.875,110.4038889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/21/1997,10,,,,,,,HC,17,25,26,24,23
1033,NSWestGeleang,-5.873611111,110.3538889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/9/2002,3,,,,,,,HC,36,37,29,23,31.25
1034,NSWestGeleang,-5.873611111,110.3538889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/9/2002,10,,,,,,,HC,2,6,5,16,7.25
1035,110.21.14.1E.05.52.17.3S,-5.871472222,110.3539167,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/9/2003,3,,,,,,,HC,8,5,4,3,5
1036,110.21.14.1E.05.52.17.3S,-5.871472222,110.3539167,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/9/2003,10,,,,,,,HC,8,6,8,29,12.75
1037,110.21.5.9W.5.52.16.7S,-5.871305556,110.3516389,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/25/2000,3,,,,,,,HC,11,14,16,27,17
1038,110.21.5.9W.5.52.16.7S,-5.871305556,110.3516389,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/25/2000,10,,,,,,,HC,23,26,14,13,19
1039,110.21.6E.5.52.8S,-5.868888889,110.3516667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/16/1999,3,,,,,,,HC,18,6,3,5,8
1040,110.21.6E.5.52.8S,-5.868888889,110.3516667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/16/1999,10,,,,,,,HC,9,2,5,0,4
1041,110.21.6E.5.52.8S,-5.868888889,110.3516667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,7/23/2001,3,,,,,,,HC,8,0,1,1,2.5
1042,110.21.6E.5.52.8S,-5.868888889,110.3516667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,7/23/2001,10,,,,,,,HC,6,14,6,4,7.5
1043,106.37.33E.5.51.30S,-5.858333333,106.6258333,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Jakarta,Kepulauan Seribu Regency,Pari Island,,10/14/2001,3,,,,,,,HC,14,14,19,22,17.25
1044,106.37.33E.5.51.30S,-5.858333333,106.6258333,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Jakarta,Kepulauan Seribu Regency,Pari Island,,10/14/2001,10,,,,,,,HC,16,16,11,9,13
1045,106.38.15E.5.51.20S,-5.855555556,106.6375,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Jakarta,Kepulauan Seribu Regency,Pari Island,,10/14/2001,3,,,,,,,HC,20,15,20,11,16.5
1046,106.38.15E.5.51.20S,-5.855555556,106.6375,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Jakarta,Kepulauan Seribu Regency,Pari Island,,10/14/2001,10,,,,,,,HC,9,7,3,0,4.75
1047,123.42.275E.5.51.252S,-5.854194444,123.7045833,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,,,7/24/2001,4,,,,,,,HC,0,0,1,,0.333333333
1048,106.38.14W.5.50.21S,-5.839166667,106.6372222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Jakarta,Kepulauan Seribu Regency,Pari Island,,9/25/2000,3,,,,,,,HC,17,8,21,22,17
1049,106.38.14W.5.50.21S,-5.839166667,106.6372222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Jakarta,Kepulauan Seribu Regency,Pari Island,,9/25/2000,10,,,,,,,HC,5,5,16,6,8
1050,110.4119E.5.8355S,-5.8355,110.4118889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,8/29/2004,3,,,,,,,HC,40,29,23,28,30
1051,110.4119E.5.8355S,-5.8355,110.4118889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,8/29/2004,10,,,,,,,HC,15,22,14,16,16.75
1052,110.25.25.2E.5.50.4.2S,-5.8345,110.4236667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,8/14/2005,3,,,,,,,HC,9,15,13,12,12.25
1053,110.25.25.2E.5.50.4.2S,-5.8345,110.4236667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,8/14/2005,10,,,,,,,HC,27,20,27,27,25.25
1054,110.25.25.2E.5.50.4.2S,-5.8345,110.4236667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,10/28/2006,3,,,,,,,HC,29,28,30,24,27.75
1055,110.25.25.2E.5.50.4.2S,-5.8345,110.4236667,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,10/28/2006,10,,,,,,,HC,17,24,13,12,16.5
1056,NSWestCemaraKecil,-5.832777778,110.3763889,,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa,Pulau Cemara Besar,9/10/2002,3,,,,,,,HC,7,26,30,25,22
1057,NSWestCemaraKecil,-5.832777778,110.3763889,,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa,Pulau Cemara Besar,9/10/2002,10,,,,,,,HC,0,5,6,23,8.5
1058,5S110E1,-5.8325,110.3730556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/21/1997,3,,,,,,,HC,22,9,18,25,18.5
1059,5S110E1,-5.8325,110.3730556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/21/1997,10,,,,,,,HC,24,18,11,9,15.5
1060,110.22.574E.05.49.827S,-5.830444444,110.3762222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/18/1999,3,,,,,,,HC,19,17,15,15,16.5
1061,110.22.574E.05.49.827S,-5.830444444,110.3762222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/18/1999,10,,,,,,,HC,22,7,13,19,15.25
1062,110.22.574E.05.49.827S,-5.830444444,110.3762222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/24/2000,3,,,,,,,HC,0,0,0,0,0
1063,110.22.574E.05.49.827S,-5.830444444,110.3762222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/24/2000,10,,,,,,,HC,0,0,0,0,0
1064,110.22.574E.05.49.827S,-5.830444444,110.3762222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,7/22/2001,3,,,,,,,HC,11,15,14,4,11
1065,110.22.574E.05.49.827S,-5.830444444,110.3762222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,7/22/2001,10,,,,,,,HC,16,10,11,6,10.75
1066,110.22.574E.05.49.827S,-5.830444444,110.3762222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/8/2003,3,,,,,,,HC,0,0,0,0,0
1067,110.22.574E.05.49.827S,-5.830444444,110.3762222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,9/8/2003,10,,,,,,,HC,0,0,0,0,0
1068,123.59.51E.5.49.477S,-5.824611111,123.9918333,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Tomea Island,,7/21/2000,4.5,,,,,,,HC,8,9,4,7,7
1069,123.59.51E.5.49.477S,-5.824611111,123.9918333,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Tomea Island,,7/24/2001,4.5,,,,,,,HC,4,5,2,1,3
1070,5S110E3,-5.823611111,110.5063889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/20/1997,3,,,,,,,HC,24,34,35,25,29.5
1071,5S110E3,-5.823611111,110.5063889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/20/1997,10,,,,,,,HC,23,6,21,13,15.75
1072,110.26.42.8E.5.49.13.6S,-5.820444444,110.4452222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,8/16/2005,3,,,,,,,HC,32,28,30,22,28
1073,110.26.42.8E.5.49.13.6S,-5.820444444,110.4452222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,8/16/2005,10,,,,,,,HC,12,9,9,2,8
1074,110.26.42.8E.5.49.13.6S,-5.820444444,110.4452222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,10/26/2006,3,,,,,,,HC,32,35,33,25,31.25
1075,110.26.42.8E.5.49.13.6S,-5.820444444,110.4452222,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa Island,10/26/2006,10,,,,,,,HC,25,13,24,24,21.5
1076,123.37.07E.05.49.08.7S,-5.819083333,123.6186111,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,,,8/21/2000,7,,,,,,,HC,6,5,,,5.5
1077,5S110E6,-5.814444444,110.5119444,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/19/1997,3,,,,,,,HC,30,33,33,22,29.5
1078,5S110E6,-5.814444444,110.5119444,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,6/19/1997,10,,,,,,,HC,33,22,15,24,23.5
1079,123.49.331E.5.87.77S,-5.812833333,123.8222222,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Tomea Island,,7/6/2001,3.5,,,,,,,HC,8,10,6,7,7.75
1080,110.37088E.5.81197S,-5.811972222,110.3708889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,8/29/2004,3,,,,,,,HC,17,14,10,8,12.25
1081,110.37088E.5.81197S,-5.811972222,110.3708889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Karimunjawa National Park,8/29/2004,10,,,,,,,HC,21,22,2,14,14.75
1082,123.49.23.9E.05.48.32.4S,-5.809,123.8233056,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Tomea Island,,7/21/2000,6,,,,,,,HC,10,13,15,10,12
1083,NSEastCemaraKecil,-5.806055556,110.3778611,,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa,Pulau Cemara Besar,9/10/2002,3,,,,,,,HC,30,25,28,23,26.5
1084,NSEastCemaraKecil,-5.806055556,110.3778611,,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa,Pulau Cemara Besar,9/10/2002,10,,,,,,,HC,22,13,11,16,15.5
1085,110.22.10.6E.5.48.16.8S,-5.804666667,110.3696111,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Cemara Besar,8/14/2005,3,,,,,,,HC,20,18,21,13,18
1086,110.22.10.6E.5.48.16.8S,-5.804666667,110.3696111,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Cemara Besar,8/14/2005,10,,,,,,,HC,15,25,10,12,15.5
1087,110.22.10.6E.5.48.16.8S,-5.804666667,110.3696111,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Cemara Besar,10/28/2006,3,,,,,,,HC,2,2,5,5,3.5
1088,110.22.10.6E.5.48.16.8S,-5.804666667,110.3696111,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Cemara Besar,10/28/2006,10,,,,,,,HC,11,10,22,16,14.75
1089,NSEastMenyawakan,-5.797583333,110.34875,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/10/2002,3,,,,,,,HC,19,6,6,10,10.25
1090,NSEastMenyawakan,-5.797583333,110.34875,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/10/2002,10,,,,,,,HC,5,5,11,4,6.25
1091,NSWestMenyawakan,-5.796111111,110.34,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/10/2002,3,,,,,,,HC,3,4,7,8,5.5
1092,NSWestMenyawakan,-5.796111111,110.34,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/10/2002,10,,,,,,,HC,19,13,9,6,11.75
1093,110.20.27E.05.47.38.5S,-5.794027778,110.3408333,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/8/2003,3,,,,,,,HC,12,11,6,15,11
1094,110.20.27E.05.47.38.5S,-5.794027778,110.3408333,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/8/2003,10,,,,,,,HC,24,21,15,11,17.75
1095,110.20.17E.5.47.38S,-5.793888889,110.3380556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/18/1999,3,,,,,,,HC,22,23,7,11,15.75
1096,110.20.17E.5.47.38S,-5.793888889,110.3380556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/18/1999,10,,,,,,,HC,14,13,2,7,9
1097,110.20.17E.5.47.38S,-5.793888889,110.3380556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/26/2000,3,,,,,,,HC,0,0,0,0,0
1098,110.20.17E.5.47.38S,-5.793888889,110.3380556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,9/26/2000,10,,,,,,,HC,0,0,0,0,0
1099,110.20.17E.5.47.38S,-5.793888889,110.3380556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,7/22/2001,3,,,,,,,HC,1,2,8,5,4
1100,110.20.17E.5.47.38S,-5.793888889,110.3380556,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Pulau Menyawakan,7/22/2001,10,,,,,,,HC,10,6,5,10,7.75
1101,5S110E5,-5.788333333,110.5111111,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Sintok Island,6/19/1997,3,,,,,,,HC,32,30,27,21,27.5
1102,5S110E5,-5.788333333,110.5111111,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,Karimunjawa Islands,Sintok Island,6/19/1997,10,,,,,,,HC,15,19,20,18,18
1103,123.54.226E.5.46.804S,-5.780055556,123.9037778,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Pulau Tolandona,,9/13/2001,1.5,,,,,,,HC,13,12,5,8,9.5
1104,123.52.45E.5.46.44.05S,-5.778902778,123.8791667,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Pulau Tolandona,,7/26/2000,6,,,,,,,HC,14,31,11,33,22.25
1105,123.51.373E.5.46.655S,-5.777583333,123.8562222,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Pulau Tolandona,,8/31/2005,3,,,,,,,HC,3,5,6,1,3.75
1106,123.51.620E.5.46.600S,-5.776666667,123.8603333,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Pulau Sawa,,8/31/2004,10,,,,,,,HC,1,13,12,14,10
1107,123.39.25E.05.46.34S,-5.776111111,123.6569444,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,,,8/20/2000,7,,,,,,,HC,11,9,8,10,9.5
1108,123.51.739E.5.46.429S,-5.773805556,123.8623056,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Pulau Tolandona,,7/5/2001,2.5,,,,,,,HC,6,3,,,4.5
1109,123.39.278E.5.46.385S,-5.773083333,123.6546389,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,,,7/25/2001,4,,,,,,,HC,7,9,10,13,9.75
1110,123.51.802E.5.46.378S,-5.772972222,123.8633611,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Pulau Tolandona,,8/15/2001,4,,,,,,,HC,33,30,8,8,19.75
1111,05.46.18.5S.123.45.50.5E,-5.771805556,123.7640278,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,,,7/20/2000,10,,,,,,,HC,19,14,12,14,14.75
1112,05.46.13.0S.123.45.4.98E,-5.770277778,123.7513833,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,,,7/20/2000,6,,,,,,,HC,2,6,3,7,4.5
1113,123.53.499E.5.45.834S,-5.763888889,123.8916667,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Pulau Tolandona,,9/13/2001,2,,,,,,,HC,24,29,34,29,29
1114,123.53.584E.5.45.352S,-5.755861111,123.8930556,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Pulau Tolandona,,7/19/2001,4.5,,,,,,,HC,20,15,19,19,18.25
1115,123.53.431E.5.45.175S,-5.752916667,123.8905278,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Tomea Island,,7/19/2001,5,,,,,,,HC,27,31,21,18,24.25
1116,NSPramuka,-5.751166667,106.0618889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Banten,Cilegon,,,9/3/1999,3,,,,,,,HC,11,15,6,7,9.75
1117,NSPramuka,-5.751166667,106.0618889,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Banten,Cilegon,,,9/3/1999,10,,,,,,,HC,3,7,16,14,10
1118,123.53.0E.05.45.0S,-5.75,123.8833333,Pacific,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Southeast Sulawesi,Wakatobi Regency,Tomea Island,,7/22/2000,4.5,,,,,,,HC,30,24,,,27
1119,NSPramukaBarat,-5.749388889,106.60925,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Jakarta,Kepulauan Seribu Regency,Pramuka Island,,9/18/1999,10,,,,,,,HC,9,14,9,7,9.75
1120,106.37.10E.5.44.72S,-5.747194444,106.6194444,Pacific,Central Indo-Pacific,Java Sea,Indonesia,Jakarta,Kepulauan Seribu Regency,Pramuka Island,,11/9/2001,3,,,,,,,HC,20,19,4,12,13.75
